CustomerId,DELI GOURMET,ATHENS PIZZA,REST LA INMACULADA,T G I FRIDAYS,EL REPUBLICANO,BARRIO PIZZA,REFRES LA INMACULADA,GRUPO AMANOA,THE COFFEE BEAN Y TEA,THE COFFEE BEAN AND TE,KRISPY KREME EL DORA,CIAO BELLA GOURMET,MICHOACANA & LALOS,KRISPY KREME,CASA BRUJA TAP ROOM,GUT,CLV,RFM,RFM Score,Beneficio
1847,69.87826087,0,0,0,0,0,0,0,0,0,0,0,0,30.12173913,0,0,50.2,Can't Loose Them,11,MillasAerolinea
2233,98.80515175,0,0,0,0,0,0,0,0,0,0,0,0,1.194848253,0,0,367.39,Can't Loose Them,10,MillasAerolinea
2290,75.78947368,0,0,0,0,0,0,0,0,0,0,0,0,24.21052632,0,0,,Can't Loose Them,9,MillasAerolinea
2291,23.99374756,0,0,0,0,0,0,0,0,0,0,0,0,76.00625244,0,0,74.86,Can't Loose Them,9,Visa débito
2408,81.93854609,0,0,0,0,0,0,0,0,0,0,0,0,18.06145391,0,0,56.92,Can't Loose Them,11,Visa débito
2781,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,Can't Loose Them,9,Visa débito
22,58.93661932,0,0,0,0,0,0,0,26.24222717,0,0,0,0,14.82115352,0,0,90.94,Can't Loose Them,12,MillasAerolinea
96,79.68734207,0,0,0,0,0,0,0,13.10602742,0,0,0,0,7.206630504,0,0,213.67,Can't Loose Them,12,MillasAerolinea
134,94.05616421,0,0,0,0,0,0,0,4.376023171,0,0,0,0,1.567812618,0,0,95.38,Can't Loose Them,11,Visa prepago
200,72.3068375,0,0,0,0,0,0,0,19.20185645,0,0,0,0,8.491306053,0,0,191.66,Can't Loose Them,11,MillasRestoPub
215,57.33875063,0,0,0,0,0,0,0,24.37785678,0,0,0,0,18.28339259,0,0,50.84,Can't Loose Them,9,MillasAerolinea
230,91.60033321,0,0,0,0,0,0,0,4.37338023,0,0,0,0,4.026286561,0,0,146.4,Can't Loose Them,12,MillasAerolinea
250,39.41816781,0,0,0,0,0,0,0,20.13293517,0,0,0,0,40.44889702,0,0,79.22,Can't Loose Them,9,MillasAerolinea
256,63.84569883,0,0,0,0,0,0,0,15.16815954,0,0,0,0,20.98614163,0,0,188.02,Can't Loose Them,12,MillasAerolinea
333,87.17513741,0,0,0,0,0,0,0,4.376738821,0,0,0,0,8.44812377,0,0,65.67,Can't Loose Them,11,Visa prepago
362,36.87493908,0,0,0,0,0,0,0,21.7370114,0,0,0,0,41.38804952,0,0,10.9,Can't Loose Them,10,MillasAerolinea
401,79.40815969,0,0,0,0,0,0,0,12.2570478,0,0,0,0,8.334792506,0,0,14.28,Can't Loose Them,9,MillasAerolinea
421,42.88702929,0,0,0,0,0,0,0,8.463294028,0,0,0,0,48.64967668,0,0,89.08,Can't Loose Them,11,MillasAerolinea
524,61.90573214,0,0,0,0,0,0,0,5.36538984,0,0,0,0,32.72887802,0,0,96.68,Can't Loose Them,12,MillasAerolinea
574,93.34286829,0,0,0,0,0,0,0,2.925497335,0,0,0,0,3.731634378,0,0,110.72,Can't Loose Them,10,MillasRestoPub
617,59.76015989,0,0,0,0,0,0,0,29.64690207,0,0,0,0,10.59293804,0,0,40.4,Can't Loose Them,9,MillasAerolinea
653,32.04088254,0,0,0,0,0,0,0,12.00519143,0,0,0,0,55.95392602,0,0,42.4,Can't Loose Them,9,MillasHotel
762,87.95707472,0,0,0,0,0,0,0,1.104045222,0,0,0,0,10.93888006,0,0,99.41,Can't Loose Them,11,Visa débito
774,0,0,0,0,0,0,0,0,62.28765572,0,0,0,0,37.71234428,0,0,37.19,Can't Loose Them,10,MillasRestoPub
782,66.15969582,0,0,0,0,0,0,0,4.182509506,0,0,0,0,29.65779468,0,0,,Can't Loose Them,11,MillasRestoPub
804,93.47321327,0,0,0,0,0,0,0,3.893419413,0,0,0,0,2.633367312,0,0,200.83,Can't Loose Them,10,MillasHotel
807,67.55427612,0,0,0,0,0,0,0,15.59313902,0,0,0,0,16.85258486,0,0,32.65,Can't Loose Them,9,MillasHotel
811,36.46454112,0,0,0,0,0,0,0,34.41597139,0,0,0,0,29.11948749,0,0,70.4,Can't Loose Them,11,MillasAerolinea
826,58.66666667,0,0,0,0,0,0,0,29.30555556,0,0,0,0,12.02777778,0,0,17.9,Can't Loose Them,9,MillasAerolinea
927,18.68087402,0,0,0,0,0,0,0,62.98893984,0,0,0,0,18.33018613,0,0,95.34,Can't Loose Them,11,MillasRestoPub
998,39.24199229,0,0,0,0,0,0,0,52.40650679,0,0,0,0,8.351500922,0,0,23.8,Can't Loose Them,10,Visa prepago
1087,83.8,0,0,0,0,0,0,0,6.25,0,0,0,0,9.95,0,0,30.88,Can't Loose Them,10,MillasAerolinea
1180,84.14175091,0,0,0,0,0,0,0,9.141750914,0,0,0,0,6.716498172,0,0,101.3,Can't Loose Them,11,MillasAerolinea
1287,71.75024709,0,0,0,0,0,0,0,10.44218126,0,0,0,0,17.80757166,0,0,180.52,Can't Loose Them,10,MillasAerolinea
1307,89.25697655,0,0,0,0,0,0,0,3.809279233,0,0,0,0,6.933744222,0,0,56.12,Can't Loose Them,9,MillasAerolinea
1390,86.54724271,0,0,0,0,0,0,0,6.73223276,0,0,0,0,6.720524529,0,0,36.78,Can't Loose Them,10,MillasRestoPub
1410,63.57196122,0,0,0,0,0,0,0,9.228187919,0,0,0,0,27.19985086,0,0,29.99,Can't Loose Them,10,Visa débito
1539,12.80779291,0,0,0,0,0,0,0,71.8859926,0,0,0,0,15.30621449,0,0,83,Can't Loose Them,11,MillasAerolinea
1613,4.857063558,0,0,0,0,0,0,0,11.10185956,0,0,0,0,84.04107688,0,0,57.87,Can't Loose Them,9,MillasRestoPub
1695,75.88932806,0,0,0,0,0,0,0,17.21164211,0,0,0,0,6.899029824,0,0,246.9,Can't Loose Them,9,MillasAerolinea
1710,84.19582476,0,0,0,0,0,0,0,4.336959718,0,0,0,0,11.46721552,0,0,55.77,Can't Loose Them,9,MillasHotel
1854,14.37576876,0,0,0,0,0,0,0,35.82410824,0,0,0,0,49.800123,0,0,41.99,Can't Loose Them,9,MillasHotel
1939,30.90418354,0,0,0,0,0,0,0,54.48717949,0,0,0,0,14.60863698,0,0,29.6,Can't Loose Them,9,MillasAerolinea
2299,44.69709143,0,0,0,0,0,0,0,35.79463281,0,0,0,0,19.50827575,0,0,33.88,Can't Loose Them,10,MillasRestoPub
2426,91.95378585,0,0,0,0,0,0,0,6.155009972,0,0,0,0,1.891204181,0,0,36.05,Can't Loose Them,9,MillasRestoPub
2727,45.69918309,0,0,0,0,0,0,0,18.74098991,0,0,0,0,35.55982701,0,0,47.22,Can't Loose Them,10,Visa débito
2785,32.93314501,0,0,0,0,0,0,0,57.08568738,0,0,0,0,9.981167608,0,0,97,Can't Loose Them,9,MillasAerolinea
45,90.66373764,0,0,0,0,0,0,0,9.336262357,0,0,0,0,0,0,0,158.28,Can't Loose Them,9,MillasAerolinea
93,90.79737996,0,0,0,0,0,0,0,9.20262004,0,0,0,0,0,0,0,229.6,Can't Loose Them,12,MillasRestoPub
101,97.69122986,0,0,0,0,0,0,0,2.308770142,0,0,0,0,0,0,0,182.56,Can't Loose Them,12,MillasAerolinea
221,94.67971909,0,0,0,0,0,0,0,5.320280911,0,0,0,0,0,0,0,183.29,Can't Loose Them,12,MillasRestoPub
287,51.02669405,0,0,0,0,0,0,0,48.97330595,0,0,0,0,0,0,0,125.4,Can't Loose Them,10,MillasAerolinea
493,50.29662856,0,0,0,0,0,0,0,49.70337144,0,0,0,0,0,0,0,100.1,Can't Loose Them,9,MillasAerolinea
553,63.15459392,0,0,0,0,0,0,0,36.84540608,0,0,0,0,0,0,0,28.5,Can't Loose Them,9,MillasAerolinea
632,64.41011661,0,0,0,0,0,0,0,35.58988339,0,0,0,0,0,0,0,,Can't Loose Them,11,MillasAerolinea
661,48.59011034,0,0,0,0,0,0,0,51.40988966,0,0,0,0,0,0,0,84.91,Can't Loose Them,9,Visa débito
1110,95.26941974,0,0,0,0,0,0,0,4.730580257,0,0,0,0,0,0,0,52.65,Can't Loose Them,11,MillasHotel
1175,77.64530551,0,0,0,0,0,0,0,22.35469449,0,0,0,0,0,0,0,124.9,Can't Loose Them,9,MillasHotel
1281,37.03218563,0,0,0,0,0,0,0,62.96781437,0,0,0,0,0,0,0,38.14,Can't Loose Them,9,MillasAerolinea
1363,96.85156563,0,0,0,0,0,0,0,3.148434369,0,0,0,0,0,0,0,338.38,Can't Loose Them,10,MillasAerolinea
1526,62.47920133,0,0,0,0,0,0,0,37.52079867,0,0,0,0,0,0,0,45.1,Can't Loose Them,10,MillasAerolinea
1888,54.31874858,0,0,0,0,0,0,0,45.68125142,0,0,0,0,0,0,0,56.29,Can't Loose Them,9,MillasRestoPub
1977,85.92801067,0,0,0,0,0,0,0,14.07198933,0,0,0,0,0,0,0,39.86,Can't Loose Them,10,MillasRestoPub
1997,66.29603892,0,0,0,0,0,0,0,33.70396108,0,0,0,0,0,0,0,47.16,Can't Loose Them,10,Visa débito
2288,92.8990228,0,0,0,0,0,0,0,7.100977199,0,0,0,0,0,0,0,242.7,Can't Loose Them,12,MillasAerolinea
2683,66.9159954,0,0,0,0,0,0,0,33.0840046,0,0,0,0,0,0,0,42,Can't Loose Them,10,MillasAerolinea
2746,60.59203313,0,0,0,0,0,0,0,39.40796687,0,0,0,0,0,0,0,39.88,Can't Loose Them,11,Visa débito
2786,76.32892167,0,0,0,0,0,0,0,23.67107833,0,0,0,0,0,0,0,29.31,Can't Loose Them,10,Visa débito
80,0,0,0,0,0,0,0,0,91.74143382,4.157053747,0,0,0,4.101512433,0,0,171.8,Can't Loose Them,12,MillasHotel
457,64.26211262,0,0,0,0,0,0,0,12.05175472,20.66015095,0,0,0,3.025981705,0,0,70.74,Can't Loose Them,10,MillasHotel
605,94.15668311,0,0,0,0,0,0,0,0,0.734085036,0,0,0,5.109231853,0,0,260.52,Can't Loose Them,12,Visa débito
682,0,0,0,0,0,0,0,0,84.99283668,8.56017192,0,0,0,6.446991404,0,0,125.35,Can't Loose Them,10,MillasAerolinea
739,0,0,0,0,0,0,0,0,63.18478296,29.75291585,0,0,0,7.062301192,0,0,149.25,Can't Loose Them,11,MillasHotel
790,15.4950349,0,0,0,0,0,0,0,37.80355914,35.14895291,0,0,0,11.55245305,0,0,60.2,Can't Loose Them,10,Visa débito
889,81.05685549,0,0,0,0,0,0,0,5.550054719,8.859242274,0,0,0,4.533847517,0,0,117.69,Can't Loose Them,12,MillasAerolinea
913,85.15700753,0,0,0,0,0,0,0,6.153501902,2.200343104,0,0,0,6.48914746,0,0,129.57,Can't Loose Them,9,MillasHotel
994,0,0,0,0,0,0,0,0,23.31589958,34.0376569,0,0,0,42.64644351,0,0,24.34,Can't Loose Them,10,Visa débito
1042,57.72092416,0,0,0,0,0,0,0,26.66101031,11.22568855,0,0,0,4.392376974,0,0,,Can't Loose Them,12,Visa débito
1082,13.48609058,0,0,0,0,0,0,0,37.15898401,33.83281817,0,0,0,15.52210724,0,0,121.75,Can't Loose Them,12,MillasAerolinea
1164,46.28678188,0,0,0,0,0,0,0,6.947687996,35.90611864,0,0,0,10.85941149,0,0,33.85,Can't Loose Them,9,MillasRestoPub
1269,88.11796845,0,0,0,0,0,0,0,0,10.04611814,0,0,0,1.835913404,0,0,296.89,Can't Loose Them,12,MillasRestoPub
1448,24.42123314,0,0,0,0,0,0,0,67.51110765,2.619066178,0,0,0,5.448593031,0,0,71.88,Can't Loose Them,11,Visa prepago
1908,83.90956017,0,0,0,0,0,0,0,5.887729863,1.330788257,0,0,0,8.871921712,0,0,305.23,Can't Loose Them,11,Sin beneficio
1923,0,0,0,0,0,0,0,0,43.29371817,33.85598722,0,0,0,22.85029462,0,0,61.65,Can't Loose Them,11,Visa débito
1940,55.95096876,0,0,0,0,0,0,0,7.512850929,22.53855279,0,0,0,13.99762752,0,0,18.2,Can't Loose Them,11,Visa débito
1946,50.72190835,0,0,0,0,0,0,0,3.138731952,21.28060264,0,0,0,24.85875706,0,0,65.2,Can't Loose Them,9,MillasAerolinea
1969,80.08022463,0,0,0,0,0,0,0,11.15122343,6.442037706,0,0,0,2.32651424,0,0,108.15,Can't Loose Them,11,MillasAerolinea
2242,0,0,0,0,0,0,0,0,57.06644568,34.50354076,0,0,0,8.43001356,0,0,71.65,Can't Loose Them,10,MillasAerolinea
2268,0,0,0,0,0,0,0,0,34.47800303,24.54833816,0,0,0,40.97365881,0,0,32.18,Can't Loose Them,10,MillasAerolinea
2270,81.14614401,0,0,0,0,0,0,0,0,9.586706434,0,0,0,9.267149553,0,0,58.25,Can't Loose Them,10,MillasAerolinea
2311,0,0,0,0,0,0,0,0,21.81120567,75.73909194,0,0,0,2.449702396,0,0,89.23,Can't Loose Them,11,Visa débito
2397,47.85123967,0,0,0,0,0,0,0,5.903187721,17.00118064,0,0,0,29.24439197,0,0,67.87,Can't Loose Them,9,MillasAerolinea
2424,44.97487437,0,0,0,0,0,0,0,46.98492462,4.396984925,0,0,0,3.64321608,0,0,61.38,Can't Loose Them,10,MillasRestoPub
2451,0,0,0,0,0,0,0,0,51.83356841,37.16502116,0,0,0,11.00141044,0,0,51.2,Can't Loose Them,10,Visa débito
2467,45.58037119,0,0,0,0,0,0,0,23.74960679,16.04278075,0,0,0,14.62724127,0,0,43.33,Can't Loose Them,9,MillasHotel
2732,0,0,0,0,0,0,0,0,13.61702128,70.55319149,0,0,0,15.82978723,0,0,36.05,Can't Loose Them,9,Visa prepago
2756,26.15417651,0,0,0,0,0,0,0,23.56667382,44.93235989,0,0,0,5.346789779,0,0,81.21,Can't Loose Them,10,MillasAerolinea
151,94.16567023,0,0,0,0,0,0,0,1.21634437,4.617985404,0,0,0,0,0,0,114.32,Can't Loose Them,12,MillasRestoPub
157,62.94039827,0,0,0,0,0,0,0,25.81464977,11.24495196,0,0,0,0,0,0,225.79,Can't Loose Them,11,MillasAerolinea
184,6.998158379,0,0,0,0,0,0,0,83.30263966,9.699201964,0,0,0,0,0,0,39.6,Can't Loose Them,10,MillasAerolinea
255,5.609284333,0,0,0,0,0,0,0,71.47001934,22.92069632,0,0,0,0,0,0,40.9,Can't Loose Them,9,MillasAerolinea
431,89.78058311,0,0,0,0,0,0,0,5.53909571,4.680321182,0,0,0,0,0,0,160.42,Can't Loose Them,12,MillasAerolinea
619,52.53104107,0,0,0,0,0,0,0,29.03533906,18.43361987,0,0,0,0,0,0,54.45,Can't Loose Them,11,MillasAerolinea
627,72.04782443,0,0,0,0,0,0,0,24.58099034,3.371185238,0,0,0,0,0,0,64.3,Can't Loose Them,11,MillasAerolinea
713,9.192546584,0,0,0,0,0,0,0,10.43478261,80.37267081,0,0,0,0,0,0,28.75,Can't Loose Them,9,Visa prepago
730,33.47887505,0,0,0,0,0,0,0,57.0181071,9.50301785,0,0,0,0,0,0,19.85,Can't Loose Them,10,Visa débito
747,87.08179113,0,0,0,0,0,0,0,6.459104434,6.459104434,0,0,0,0,0,0,86.53,Can't Loose Them,11,MillasAerolinea
777,0,0,0,0,0,0,0,0,35.79065841,64.20934159,0,0,0,0,0,0,19,Can't Loose Them,10,Visa débito
844,80.83648063,0,0,0,0,0,0,0,15.66652679,3.496992586,0,0,0,0,0,0,49.46,Can't Loose Them,9,MillasRestoPub
958,91.27187655,0,0,0,0,0,0,0,5.128897287,3.599226166,0,0,0,0,0,0,70.62,Can't Loose Them,12,Visa débito
1078,83.94776712,0,0,0,0,0,0,0,13.70752471,2.344708174,0,0,0,0,0,0,107.58,Can't Loose Them,12,MillasAerolinea
1244,32.76188835,0,0,0,0,0,0,0,44.23673329,23.00137836,0,0,0,0,0,0,46.25,Can't Loose Them,10,MillasAerolinea
1456,18.53035144,0,0,0,0,0,0,0,12.00837281,69.46127575,0,0,0,0,0,0,27.82,Can't Loose Them,10,MillasHotel
1647,46.92409912,0,0,0,0,0,0,0,5.823497225,47.25240366,0,0,0,0,0,0,96.53,Can't Loose Them,11,MillasRestoPub
1665,84.71123781,0,0,0,0,0,0,0,9.31120103,5.977561155,0,0,0,0,0,0,378.24,Can't Loose Them,12,MillasAerolinea
1704,5.557202134,0,0,0,0,0,0,0,74.51096621,19.93183165,0,0,0,0,0,0,63.73,Can't Loose Them,9,Visa prepago
1780,21.49097263,0,0,0,0,0,0,0,28.36342458,50.1456028,0,0,0,0,0,0,86.65,Can't Loose Them,12,MillasRestoPub
2048,0,0,0,0,0,0,0,0,36.58977838,63.41022162,0,0,0,0,0,0,110.55,Can't Loose Them,12,MillasRestoPub
2357,26.88559858,0,0,0,0,0,0,0,60.58592761,12.5284738,0,0,0,0,0,0,87.3,Can't Loose Them,11,MillasAerolinea
2492,0,0,0,0,0,0,0,0,70.73170732,29.26829268,0,0,0,0,0,0,33.4,Can't Loose Them,9,Visa débito
2584,74.84503388,0,0,0,0,0,0,0,17.94723944,7.207726683,0,0,0,0,0,0,43.9,Can't Loose Them,9,Visa débito
2590,13.75442739,0,0,0,0,0,0,0,36.71782763,49.52774498,0,0,0,0,0,0,80.45,Can't Loose Them,11,Visa débito
2629,54.29296393,0,0,0,0,0,0,0,32.67727335,13.02976272,0,0,0,0,0,0,65.32,Can't Loose Them,10,MillasAerolinea
2654,43.13532973,0,0,0,0,0,0,0,43.17351225,13.69115802,0,0,0,0,0,0,155.23,Can't Loose Them,10,Visa prepago
2755,21.71628722,0,0,0,0,0,0,0,38.06187974,40.22183304,0,0,0,0,0,0,54,Can't Loose Them,11,Visa débito
2772,93.58730762,0,0,0,0,0,0,0,1.425042751,4.987649629,0,0,0,0,0,0,252.85,Can't Loose Them,11,MillasAerolinea
2784,5.6473328,0,0,0,0,0,0,0,19.83116222,74.52150499,0,0,0,0,0,0,116.7,Can't Loose Them,11,MillasAerolinea
2873,41.77413052,0,0,0,0,0,0,0,15.33802267,42.88784682,0,0,0,0,0,0,86.66,Can't Loose Them,10,MillasAerolinea
2879,23.80826621,0,0,0,0,0,0,0,41.85923676,34.33249703,0,0,0,0,0,0,66.65,Can't Loose Them,10,MillasAerolinea
254,50.6251281,0,0,0,0,0,0,0,0,0,0,0,9.394001503,39.9808704,0,0,49.33,Can't Loose Them,10,MillasRestoPub
417,10.45296167,0,0,0,0,0,0,0,37.71777003,0,0,0,4.790940767,47.03832753,0,0,50.2,Can't Loose Them,9,MillasRestoPub
964,70.9971831,0,0,0,0,0,0,0,8.394366197,0,0,0,6.197183099,14.41126761,0,0,39.02,Can't Loose Them,10,MillasRestoPub
1521,74.94944956,0,0,0,0,0,0,0,0,11.68276792,0,0,13.36778252,0,0,0,243.62,Can't Loose Them,12,MillasAerolinea
1917,91.61971831,0,0,0,0,0,0,0,0,0,0,0,8.38028169,0,0,0,95.3,Can't Loose Them,12,Visa débito
2087,17.01388889,0,0,0,0,0,0,0,5.620659722,69.01041667,0,0,8.355034722,0,0,0,108.95,Can't Loose Them,11,MillasRestoPub
916,0,0,0,0,0,0,0,0,73.39194817,21.98056455,0,0,0,0,0,4.627487274,87.65,Can't Loose Them,11,MillasAerolinea
1938,83.69102368,0,0,0,0,0,0,0,6.642820644,3.06591722,0,0,2.342020099,0,0,4.258218361,95.94,Can't Loose Them,12,Visa débito
2541,0,0,0,0,0,0,0,0,55.81444609,16.34540705,0,0,0,17.24917037,0,10.59097649,88.18,Can't Loose Them,12,MillasAerolinea
1904,92.4946562,0,0,0,0,0,0,0,3.122223023,0,0,0,2.641881019,0,0,1.741239763,160.52,Can't Loose Them,10,Visa débito
65,85.20896274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.79103726,,Can't Loose Them,11,MillasAerolinea
67,68.73584564,0,0,0,0,0,0,0,26.87064046,0,0,0,0,1.902346227,0,2.491167678,354.72,Can't Loose Them,12,MillasAerolinea
74,42.53968254,0,0,0,0,0,0,0,0,0,0,0,0,38.94179894,0,18.51851852,,Can't Loose Them,9,MillasAerolinea
98,89.33104933,0,0,0,0,0,0,0,0,0,0,0,0,5.837396231,0,4.831554443,123.98,Can't Loose Them,10,MillasHotel
119,66.36203479,0,0,0,0,0,0,0,27.85730015,0,0,0,0,0,0,5.780665052,86.72,Can't Loose Them,10,MillasAerolinea
146,44.04108625,0,0,0,0,0,0,0,45.40593781,0,0,0,0,0,0,10.55297594,48.9,Can't Loose Them,9,MillasAerolinea
168,73.41686629,0,0,0,0,0,0,0,0,0,0,0,0,8.770960015,0,17.8121737,66.03,Can't Loose Them,11,Cashback
225,83.75606461,0,0,0,0,0,0,0,2.425842904,0,0,0,0,0,0,13.81809249,132.88,Can't Loose Them,9,Sin beneficio
241,0,0,0,0,0,0,0,0,0,0,0,0,0,48.90005197,0,51.09994803,28.06,Can't Loose Them,10,Visa débito
263,10.28148652,0,0,0,0,0,0,0,73.47563568,0,0,0,0,9.86478442,0,6.378093375,198.83,Can't Loose Them,12,MillasAerolinea
298,78.99272825,0,0,0,0,0,0,0,15.08214382,0,0,0,0,0,0,5.925127929,147.12,Can't Loose Them,12,MillasAerolinea
380,54.49844881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.50155119,45,Can't Loose Them,9,MillasAerolinea
435,1.191185229,0,0,0,0,0,0,0,6.4919595,0,0,0,0,0,0,92.31685527,58,Can't Loose Them,9,MillasAerolinea
454,82.31317156,0,0,0,0,0,0,0,14.66859833,0,0,0,0,0,0,3.01823011,38.84,Can't Loose Them,9,Visa débito
474,49.7716895,0,0,0,0,0,0,0,0,0,0,0,0,9.458577952,0,40.76973255,,Can't Loose Them,9,MillasAerolinea
506,0,0,0,0,0,0,0,0,0,0,0,0,0,62.85714286,0,37.14285714,,Can't Loose Them,9,MillasAerolinea
593,39.28267891,0,0,0,0,0,0,0,0,0,0,0,0,48.81862995,0,11.89869114,,Can't Loose Them,9,MillasAerolinea
611,75.51853111,0,0,0,0,0,0,0,17.68106086,0,0,0,0,0,0,6.800408024,121.05,Can't Loose Them,11,MillasRestoPub
665,70.45346566,0,0,0,0,0,0,0,0,0,0,0,0,20.57224304,0,8.974291295,116.35,Can't Loose Them,12,MillasAerolinea
676,86.89291984,0,0,0,0,0,0,0,0,0,0,0,0,3.354788375,0,9.752291789,282.3,Can't Loose Them,12,MillasAerolinea
709,86.12175818,0,0,0,0,0,0,0,0,0,0,0,0,7.904823535,0,5.973418289,153.64,Can't Loose Them,12,MillasAerolinea
722,92.37944278,0,0,0,0,0,0,0,3.962689752,0,0,0,0,0,0,3.657867463,131.86,Can't Loose Them,12,MillasAerolinea
757,85.10270685,0,0,0,0,0,0,0,0,0,0,0,0,12.49760031,0,2.399692839,361.34,Can't Loose Them,11,MillasAerolinea
880,77.94816122,0,0,0,0,0,0,0,12.2133261,0,0,0,0,0,0,9.838512688,132.88,Can't Loose Them,9,MillasAerolinea
939,20.8591674,0,0,0,0,0,0,0,0,0,0,0,0,13.81753764,0,65.32329495,91.9,Can't Loose Them,11,MillasAerolinea
945,73.40111287,0,0,0,0,0,0,0,0,0,0,0,0,24.0228069,0,2.576080236,118.47,Can't Loose Them,11,MillasHotel
1172,73.99516371,0,0,0,0,0,0,0,17.22109666,0,0,0,0,4.208875237,0,4.574864388,146.57,Can't Loose Them,10,MillasAerolinea
1225,35.38115752,0,0,0,0,0,0,0,2.497346569,0,0,0,0,0,0,62.12149591,126.02,Can't Loose Them,12,MillasAerolinea
1242,71.13135841,0,0,0,0,0,0,0,7.91755993,0,0,0,0,0,0,20.95108166,110.01,Can't Loose Them,9,MillasAerolinea
1271,91.82122965,0,0,0,0,0,0,0,2.500946304,0,0,0,0,0,0,5.677824042,470.44,Can't Loose Them,12,MillasAerolinea
1300,9.783913565,0,0,0,0,0,0,0,0,0,0,0,0,81.21248499,0,9.003601441,77.75,Can't Loose Them,10,MillasAerolinea
1397,93.29595319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.704046806,275.97,Can't Loose Them,11,MillasAerolinea
1560,82.10482258,0,0,0,0,0,0,0,1.860205553,0,0,0,0,7.198995489,0,8.835976375,176.55,Can't Loose Them,9,MillasAerolinea
1694,84.62055071,0,0,0,0,0,0,0,0,0,0,0,0,1.94761585,0,13.43183345,63.32,Can't Loose Them,12,Sin beneficio
2008,81.21387283,0,0,0,0,0,0,0,6.558470431,0,0,0,0,0,0,12.22765674,,Can't Loose Them,9,MillasAerolinea
2103,83.35374923,0,0,0,0,0,0,0,7.896578878,0,0,0,0,0,0,8.749671887,117.45,Can't Loose Them,10,MillasAerolinea
2264,84.88106732,0,0,0,0,0,0,0,2.391819538,0,0,0,0,0,0,12.72711314,125.32,Can't Loose Them,9,MillasAerolinea
2401,50.48585723,0,0,0,0,0,0,0,2.405233789,0,0,0,0,41.81739465,0,5.291514335,192.83,Can't Loose Them,10,Visa débito
